id,jlpt_level,vocab_id,display_order,expression,reading,romaji,part_of_speech_id,semantic_category,meaning_id,example_sentence_jp,example_sentence_romaji,example_sentence_id,sentence_pattern,target_kanji_ids,target_kanji_chars,audio_path,source_basis,source_url,review_status,notes
vocab_ex_n5_0141,N5,vocab_n5_0141,141,女の子,おんなのこ,onnanoko,kata_benda,keluarga_orang,anak perempuan,女の子がいます。,onnanoko ga imasu.,Ada anak perempuan.,noun_imasu,kanji_n5_045|kanji_n5_034,女子,/assets/audio/examples/vocab/n5/0141.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0142,N5,vocab_n5_0142,142,～回,～かい,~kai,penghitung,angka_counter,penghitung untuk occurrences (~ times),～回あります。,~kai arimasu.,Ada penghitung untuk occurrences (~ times).,number_counter_arimasu,,,/assets/audio/examples/vocab/n5/0142.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0143,N5,vocab_n5_0143,143,～階,～かい,~kai,penghitung,angka_counter,penghitung untuk stories (floors) of building,～階あります。,~kai arimasu.,Ada penghitung untuk stories (floors) of building.,number_counter_arimasu,,,/assets/audio/examples/vocab/n5/0143.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0144,N5,vocab_n5_0144,144,外国,がいこく,gaikoku,kata_benda,tempat_bangunan,negara asing,外国があります。,gaikoku ga arimasu.,Ada negara asing.,noun_arimasu,kanji_n5_035|kanji_n5_003,外国,/assets/audio/examples/vocab/n5/0144.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0145,N5,vocab_n5_0145,145,外国人,がいこくじん,gaikokujin,kata_benda,keluarga_orang,orang asing,外国人がいます。,gaikokujin ga imasu.,Ada orang asing.,noun_imasu,kanji_n5_035|kanji_n5_003|kanji_n5_004,外国人,/assets/audio/examples/vocab/n5/0145.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0146,N5,vocab_n5_0146,146,会社,かいしゃ,kaisha,kata_benda,tempat_bangunan,perusahaan,会社があります。,kaisha ga arimasu.,Ada perusahaan.,noun_arimasu,kanji_n5_085|kanji_n5_092,会社,/assets/audio/examples/vocab/n5/0146.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0147,N5,vocab_n5_0147,147,階段,かいだん,kaidan,kata_benda,umum,tangga,階段があります。,kaidan ga arimasu.,Ada tangga.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0147.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0148,N5,vocab_n5_0148,148,買い物,かいもの,kaimono,kata_benda,tempat_bangunan,belanja,買い物があります。,kaimono ga arimasu.,Ada belanja.,noun_arimasu,kanji_n5_101,買,/assets/audio/examples/vocab/n5/0148.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0149,N5,vocab_n5_0149,149,買う,かう,kau,kata_kerja,uang_belanja,membeli,私は買うことができます。,Watashi wa kau koto ga dekimasu.,Saya bisa membeli.,verb_koto_ga_dekimasu,kanji_n5_101,買,/assets/audio/examples/vocab/n5/0149.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0150,N5,vocab_n5_0150,150,返す,かえす,kaesu,kata_kerja,aksi_kegiatan,mengembalikan,私は返すことができます。,Watashi wa kaesu koto ga dekimasu.,Saya bisa mengembalikan.,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0150.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0151,N5,vocab_n5_0151,151,帰る,かえる,kaeru,kata_kerja,aksi_kegiatan,pulang,私は帰ることができます。,Watashi wa kaeru koto ga dekimasu.,Saya bisa pulang.,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0151.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0152,N5,vocab_n5_0152,152,顔,かお,kao,kata_benda,umum,wajah,顔があります。,kao ga arimasu.,Ada wajah.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0152.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0153,N5,vocab_n5_0153,153,かかる,かかる,kakaru,kata_benda,waktu_tanggal,"it takes (amount of waktu, money)",かかるがあります。,kakaru ga arimasu.,"Ada it takes (amount of waktu, money).",noun_arimasu,,,/assets/audio/examples/vocab/n5/0153.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0154,N5,vocab_n5_0154,154,鍵,かぎ,kagi,kata_benda,rumah_benda,kunci,鍵があります。,kagi ga arimasu.,Ada kunci.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0154.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0155,N5,vocab_n5_0155,155,書く,かく,kaku,kata_kerja,aksi_kegiatan,menulis,私は書くことができます。,Watashi wa kaku koto ga dekimasu.,Saya bisa menulis.,verb_koto_ga_dekimasu,kanji_n5_049,書,/assets/audio/examples/vocab/n5/0155.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0156,N5,vocab_n5_0156,156,学生,がくせい,gakusei,kata_benda,sekolah_pendidikan,pelajar/mahasiswa,学生があります。,gakusei ga arimasu.,Ada pelajar/mahasiswa.,noun_arimasu,kanji_n5_031|kanji_n5_021,学生,/assets/audio/examples/vocab/n5/0156.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0157,N5,vocab_n5_0157,157,～か月,～かげつ,~kagetsu,prefiks_sufiks,fungsi_bahasa,(number of) months,「～か月」を使います。,~kagetsu o tsukaimasu.,Menggunakan unsur '(number of) months'.,meta_prefix_suffix,kanji_n5_017,月,/assets/audio/examples/vocab/n5/0157.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0158,N5,vocab_n5_0158,158,掛ける,かける,kakeru,kata_kerja,aksi_kegiatan,"meletakkan on (e.g., glasses), hang (e.g., on wall)",私は掛けることができます。,Watashi wa kakeru koto ga dekimasu.,"Saya bisa meletakkan on (e.g., glasses), hang (e.g., on wall).",verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0158.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0159,N5,vocab_n5_0159,159,かける,かける,kakeru,kata_kerja,aksi_kegiatan,"dial/memanggil (e.g., phone), duduk down",私はかけることができます。,Watashi wa kakeru koto ga dekimasu.,"Saya bisa dial/memanggil (e.g., phone), duduk down.",verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0159.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0160,N5,vocab_n5_0160,160,傘,かさ,kasa,kata_benda,rumah_benda,payung,傘があります。,kasa ga arimasu.,Ada payung.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0160.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0161,N5,vocab_n5_0161,161,貸す,かす,kasu,kata_kerja,aksi_kegiatan,meminjamkan,私は貸すことができます。,Watashi wa kasu koto ga dekimasu.,Saya bisa meminjamkan.,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0161.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0162,N5,vocab_n5_0162,162,風,かぜ,kaze,kata_benda,alam_cuaca,angin,風があります。,kaze ga arimasu.,Ada angin.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0162.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0163,N5,vocab_n5_0163,163,風邪,かぜ,kaze,kata_benda,umum,masuk angin/flu,風邪があります。,kaze ga arimasu.,Ada masuk angin/flu.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0163.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0164,N5,vocab_n5_0164,164,方,かた,kata,kata_benda,umum,orang/cara (sopan),方があります。,kata ga arimasu.,Ada orang/cara (sopan).,noun_arimasu,,,/assets/audio/examples/vocab/n5/0164.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0165,N5,vocab_n5_0165,165,家族,かぞく,kazoku,kata_benda,keluarga_orang,keluarga,家族がいます。,kazoku ga imasu.,Ada keluarga.,noun_imasu,,,/assets/audio/examples/vocab/n5/0165.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0166,N5,vocab_n5_0166,166,片仮名,かたかな,katakana,kata_benda,umum,katakana,片仮名があります。,katakana ga arimasu.,Ada katakana.,noun_arimasu,kanji_n5_051,名,/assets/audio/examples/vocab/n5/0166.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0167,N5,vocab_n5_0167,167,～月,～がつ,~gatsu,prefiks_sufiks,fungsi_bahasa,bulan of tahun,「～月」を使います。,~gatsu o tsukaimasu.,Menggunakan unsur 'bulan of tahun'.,meta_prefix_suffix,kanji_n5_017,月,/assets/audio/examples/vocab/n5/0167.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0168,N5,vocab_n5_0168,168,学校,がっこう,gakkou,kata_benda,tempat_bangunan,sekolah,学校があります。,gakkou ga arimasu.,Ada sekolah.,noun_arimasu,kanji_n5_031|kanji_n5_059,学校,/assets/audio/examples/vocab/n5/0168.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
